id,natural_language,sql_query
8212,Show me the name of employees where salary is greater than 40219,SELECT name FROM users WHERE salary > 40219;
8213,Show me the name of employees where department is after Sales,SELECT name FROM users WHERE department > 'Sales';
8214,"Show me the salary, department, position of employees where email is greater than Travis Gross","SELECT salary, department, position FROM users WHERE email > 'Travis Gross';"
8215,"Show me the name, position, email of employees where salary is greater than 92055","SELECT name, position, email FROM users WHERE salary > 92055;"
8216,Show me the age of employees where hire_date is after 2021-06-01,SELECT age FROM users WHERE hire_date > '2021-06-01';
8217,"Show me the position, hire_date, email, department of employees where position is before Engineer","SELECT position, hire_date, email, department FROM users WHERE position < 'Engineer';"
8218,"Show me the hire_date, department, email, position of employees where position is less than Director","SELECT hire_date, department, email, position FROM users WHERE position < 'Director';"
8219,Show me the name of employees where age is greater than 33,SELECT name FROM users WHERE age > 33;
8220,"Show me the age, name, position, hire_date of employees where name is before Peter Choi","SELECT age, name, position, hire_date FROM users WHERE name < 'Peter Choi';"
8221,"Show me the email, age of employees where age is greater than 25","SELECT email, age FROM users WHERE age > 25;"
8222,"Show me the age, email of employees where email is before Joseph Jones","SELECT age, email FROM users WHERE email < 'Joseph Jones';"
8223,"Show me the hire_date, name, salary of employees where department is after IT Support","SELECT hire_date, name, salary FROM users WHERE department > 'IT Support';"
8224,"Show me the email, position of employees where email is greater than Daniel Vasquez","SELECT email, position FROM users WHERE email > 'Daniel Vasquez';"
8225,"Show me the hire_date, email, department of employees where age is greater than 26","SELECT hire_date, email, department FROM users WHERE age > 26;"
8226,"Show me the hire_date, age, name, position of employees where salary is less than 131328","SELECT hire_date, age, name, position FROM users WHERE salary < 131328;"
8227,"Show me the age, position, email of employees where position is after Engineer","SELECT age, position, email FROM users WHERE position > 'Engineer';"
8228,"Show me the hire_date, department, salary of employees where age is before 65","SELECT hire_date, department, salary FROM users WHERE age < 65;"
8229,"Show me the position, hire_date, email, department of employees where department is after Sales","SELECT position, hire_date, email, department FROM users WHERE department > 'Sales';"
8230,"Show me the position, salary, name of employees where department is after Finance","SELECT position, salary, name FROM users WHERE department > 'Finance';"
8231,Show me the salary of employees where name is less than Candice Hudson,SELECT salary FROM users WHERE name < 'Candice Hudson';
8232,Show me the age of employees where salary is greater than 117996,SELECT age FROM users WHERE salary > 117996;
8233,"Show me the email, age, salary, name of employees where name is after Emily Chen","SELECT email, age, salary, name FROM users WHERE name > 'Emily Chen';"
8234,Show me the salary of employees where age is less than 36,SELECT salary FROM users WHERE age < 36;
8235,"Show me the hire_date, email, position, salary of employees where name is less than Ricky Anderson","SELECT hire_date, email, position, salary FROM users WHERE name < 'Ricky Anderson';"
8236,Show me the position of employees where age is not equal to 36,SELECT position FROM users WHERE age != 36;
8237,"Show me the email, hire_date, age, position of employees where email is not equal to Vanessa Barrett","SELECT email, hire_date, age, position FROM users WHERE email != 'Vanessa Barrett';"
8238,"Show me the name, department of employees where salary is after 75961","SELECT name, department FROM users WHERE salary > 75961;"
8239,"Show me the salary, hire_date of employees where department is less than HR","SELECT salary, hire_date FROM users WHERE department < 'HR';"
8240,"Show me the position, email, department, salary of employees where name is before Elizabeth Werner DDS","SELECT position, email, department, salary FROM users WHERE name < 'Elizabeth Werner DDS';"
8241,Show me the email of employees where name is equal to Breanna Flores,SELECT email FROM users WHERE name = 'Breanna Flores';
8242,"Show me the email, position, salary of employees where age is less than 31","SELECT email, position, salary FROM users WHERE age < 31;"
8243,"Show me the hire_date, email of employees where age is after 40","SELECT hire_date, email FROM users WHERE age > 40;"
8244,"Show me the age, email, position, name of employees where email is before Chloe Hughes","SELECT age, email, position, name FROM users WHERE email < 'Chloe Hughes';"
8245,Show me the email of employees where email is less than Peter Taylor,SELECT email FROM users WHERE email < 'Peter Taylor';
8246,"Show me the age, name, position, department of employees where department is less than Sales","SELECT age, name, position, department FROM users WHERE department < 'Sales';"
8247,Show me the name of employees where age is less than 62,SELECT name FROM users WHERE age < 62;
8248,"Show me the name, age, position of employees where email is after Philip Graham","SELECT name, age, position FROM users WHERE email > 'Philip Graham';"
8249,"Show me the email, hire_date, position of employees where name is before Raymond Mcdaniel","SELECT email, hire_date, position FROM users WHERE name < 'Raymond Mcdaniel';"
8250,Show me the hire_date of employees where salary is equal to 79594,SELECT hire_date FROM users WHERE salary = 79594;
8251,"Show me the name, hire_date of employees where department is less than Engineering","SELECT name, hire_date FROM users WHERE department < 'Engineering';"
8252,"Show me the position, age, email of employees where department is less than Marketing","SELECT position, age, email FROM users WHERE department < 'Marketing';"
8253,Show me the age of employees where email is greater than Hannah Brown,SELECT age FROM users WHERE email > 'Hannah Brown';
8254,Show me the name of employees where salary is greater than 143030,SELECT name FROM users WHERE salary > 143030;
8255,"Show me the position, email, hire_date of employees where email is less than Robert Austin","SELECT position, email, hire_date FROM users WHERE email < 'Robert Austin';"
8256,"Show me the position, email, hire_date of employees where email is equal to Benjamin Holland","SELECT position, email, hire_date FROM users WHERE email = 'Benjamin Holland';"
8257,"Show me the age, email, salary, position of employees where position is greater than Engineer","SELECT age, email, salary, position FROM users WHERE position > 'Engineer';"
8258,Show me the department of employees where name is equal to Dennis Munoz,SELECT department FROM users WHERE name = 'Dennis Munoz';
8259,"Show me the department, position, email, name of employees where hire_date is before 2024-07-15","SELECT department, position, email, name FROM users WHERE hire_date < '2024-07-15';"
8260,"Show me the position, age of employees where name is less than Dennis Taylor","SELECT position, age FROM users WHERE name < 'Dennis Taylor';"
8261,Show me the position of employees where department is greater than HR,SELECT position FROM users WHERE department > 'HR';
8262,Show me the department of employees where department is not equal to Marketing,SELECT department FROM users WHERE department != 'Marketing';
8263,"Show me the email, position, department of employees where age is not equal to 61","SELECT email, position, department FROM users WHERE age != 61;"
8264,"Show me the position, hire_date, name, department of employees where department is before IT Support","SELECT position, hire_date, name, department FROM users WHERE department < 'IT Support';"
8265,Show me the department of employees where position is after Specialist,SELECT department FROM users WHERE position > 'Specialist';
8266,"Show me the age, email of employees where salary is after 120393","SELECT age, email FROM users WHERE salary > 120393;"
8267,"Show me the name, email, salary, age of employees where age is less than 44","SELECT name, email, salary, age FROM users WHERE age < 44;"
8268,"Show me the age, position, email, salary of employees where name is greater than Carlos Edwards","SELECT age, position, email, salary FROM users WHERE name > 'Carlos Edwards';"
8269,"Show me the email, hire_date, age, name of employees where position is less than Engineer","SELECT email, hire_date, age, name FROM users WHERE position < 'Engineer';"
8270,"Show me the age, hire_date of employees where position is equal to Specialist","SELECT age, hire_date FROM users WHERE position = 'Specialist';"
8271,"Show me the department, hire_date, email of employees where hire_date is before 2019-02-04","SELECT department, hire_date, email FROM users WHERE hire_date < '2019-02-04';"
8272,"Show me the age, name, hire_date, department of employees where salary is equal to 114183","SELECT age, name, hire_date, department FROM users WHERE salary = 114183;"
8273,Show me the hire_date of employees where position is greater than Specialist,SELECT hire_date FROM users WHERE position > 'Specialist';
8274,Show me the age of employees where position is not equal to Engineer,SELECT age FROM users WHERE position != 'Engineer';
8275,"Show me the email, name, position, hire_date of employees where hire_date is equal to 2022-12-11","SELECT email, name, position, hire_date FROM users WHERE hire_date = '2022-12-11';"
8276,"Show me the salary, department, age of employees where position is equal to Coordinator","SELECT salary, department, age FROM users WHERE position = 'Coordinator';"
8277,"Show me the salary, age, department of employees where department is greater than Finance","SELECT salary, age, department FROM users WHERE department > 'Finance';"
8278,"Show me the hire_date, department, email of employees where email is before Bradley Gonzalez","SELECT hire_date, department, email FROM users WHERE email < 'Bradley Gonzalez';"
8279,"Show me the hire_date, position of employees where name is after Catherine Stevenson","SELECT hire_date, position FROM users WHERE name > 'Catherine Stevenson';"
8280,Show me the name of employees where department is not equal to HR,SELECT name FROM users WHERE department != 'HR';
8281,"Show me the name, department, salary, age of employees where position is less than Engineer","SELECT name, department, salary, age FROM users WHERE position < 'Engineer';"
8282,"Show me the hire_date, position, salary of employees where age is less than 48","SELECT hire_date, position, salary FROM users WHERE age < 48;"
8283,"Show me the hire_date, email, position, name of employees where department is greater than Finance","SELECT hire_date, email, position, name FROM users WHERE department > 'Finance';"
8284,Show me the hire_date of employees where salary is greater than 131629,SELECT hire_date FROM users WHERE salary > 131629;
8285,Show me the hire_date of employees where email is greater than Megan Wilkins,SELECT hire_date FROM users WHERE email > 'Megan Wilkins';
8286,Show me the hire_date of employees where department is not equal to IT Support,SELECT hire_date FROM users WHERE department != 'IT Support';
8287,"Show me the salary, position of employees where department is equal to IT Support","SELECT salary, position FROM users WHERE department = 'IT Support';"
8288,"Show me the department, email of employees where department is greater than HR","SELECT department, email FROM users WHERE department > 'HR';"
8289,"Show me the department, name of employees where age is not equal to 45","SELECT department, name FROM users WHERE age != 45;"
8290,"Show me the department, email, position, name of employees where salary is greater than 96873","SELECT department, email, position, name FROM users WHERE salary > 96873;"
8291,"Show me the email, hire_date, name of employees where salary is after 106822","SELECT email, hire_date, name FROM users WHERE salary > 106822;"
8292,"Show me the email, department, salary of employees where department is greater than Marketing","SELECT email, department, salary FROM users WHERE department > 'Marketing';"
8293,"Show me the age, position, hire_date of employees where salary is less than 97659","SELECT age, position, hire_date FROM users WHERE salary < 97659;"
8294,"Show me the position, name, hire_date of employees where age is not equal to 56","SELECT position, name, hire_date FROM users WHERE age != 56;"
8295,"Show me the position, age, department, hire_date of employees where name is greater than Patrick Jacobs","SELECT position, age, department, hire_date FROM users WHERE name > 'Patrick Jacobs';"
8296,"Show me the hire_date, name of employees where name is before William Pollard","SELECT hire_date, name FROM users WHERE name < 'William Pollard';"
8297,Show me the department of employees where age is not equal to 26,SELECT department FROM users WHERE age != 26;
8298,Show me the department of employees where hire_date is greater than 2018-04-10,SELECT department FROM users WHERE hire_date > '2018-04-10';
8299,"Show me the hire_date, age, salary of employees where name is not equal to Travis Perkins","SELECT hire_date, age, salary FROM users WHERE name != 'Travis Perkins';"
8300,"Show me the department, age, email of employees where position is less than Specialist","SELECT department, age, email FROM users WHERE position < 'Specialist';"
8301,"Show me the department, position of employees where department is equal to Sales","SELECT department, position FROM users WHERE department = 'Sales';"
8302,"Show me the department, salary, hire_date, name of employees where department is greater than Sales","SELECT department, salary, hire_date, name FROM users WHERE department > 'Sales';"
8303,Show me the name of employees where position is after Engineer,SELECT name FROM users WHERE position > 'Engineer';
8304,"Show me the email, hire_date of employees where name is after Alison Wright","SELECT email, hire_date FROM users WHERE name > 'Alison Wright';"
8305,Show me the email of employees where email is before Jacob Rogers MD,SELECT email FROM users WHERE email < 'Jacob Rogers MD';
8306,"Show me the age, salary of employees where age is equal to 59","SELECT age, salary FROM users WHERE age = 59;"
8307,"Show me the department, hire_date of employees where email is less than Luke Smith","SELECT department, hire_date FROM users WHERE email < 'Luke Smith';"
8308,"Show me the email, salary, age, position of employees where name is before Heather Montgomery","SELECT email, salary, age, position FROM users WHERE name < 'Heather Montgomery';"
8309,"Show me the email, hire_date of employees where name is after Jonathan Brown","SELECT email, hire_date FROM users WHERE name > 'Jonathan Brown';"
8310,"Show me the email, position, hire_date, salary of employees where hire_date is greater than 2020-01-11","SELECT email, position, hire_date, salary FROM users WHERE hire_date > '2020-01-11';"
8311,"Show me the department, position, email, name of employees where hire_date is equal to 2024-06-03","SELECT department, position, email, name FROM users WHERE hire_date = '2024-06-03';"
8312,"Show me the position, email, salary, age of employees where department is after HR","SELECT position, email, salary, age FROM users WHERE department > 'HR';"
8313,"Show me the age, hire_date, email of employees where position is before Director","SELECT age, hire_date, email FROM users WHERE position < 'Director';"
8314,"Show me the position, age, email of employees where hire_date is equal to 2015-09-29","SELECT position, age, email FROM users WHERE hire_date = '2015-09-29';"
8315,"Show me the age, email, position, department of employees where department is less than Marketing","SELECT age, email, position, department FROM users WHERE department < 'Marketing';"
8316,Show me the salary of employees where position is after Specialist,SELECT salary FROM users WHERE position > 'Specialist';
8317,Show me the position of employees where salary is not equal to 49003,SELECT position FROM users WHERE salary != 49003;
8318,"Show me the hire_date, salary, email, position of employees where salary is not equal to 54496","SELECT hire_date, salary, email, position FROM users WHERE salary != 54496;"
8319,"Show me the department, name, age of employees where name is not equal to Jonathan Coleman","SELECT department, name, age FROM users WHERE name != 'Jonathan Coleman';"
8320,"Show me the age, name of employees where department is after Marketing","SELECT age, name FROM users WHERE department > 'Marketing';"
8321,Show me the salary of employees where email is not equal to Taylor Ross,SELECT salary FROM users WHERE email != 'Taylor Ross';
8322,"Show me the email, age of employees where age is after 39","SELECT email, age FROM users WHERE age > 39;"
8323,"Show me the position, name, age of employees where age is before 63","SELECT position, name, age FROM users WHERE age < 63;"
8324,"Show me the position, department of employees where hire_date is before 2019-01-29","SELECT position, department FROM users WHERE hire_date < '2019-01-29';"
8325,Show me the salary of employees where name is not equal to Victoria Ross,SELECT salary FROM users WHERE name != 'Victoria Ross';
8326,"Show me the department, age, email, name of employees where name is equal to Brooke Becker","SELECT department, age, email, name FROM users WHERE name = 'Brooke Becker';"
8327,"Show me the hire_date, name, department of employees where name is not equal to Brooke Wallace","SELECT hire_date, name, department FROM users WHERE name != 'Brooke Wallace';"
8328,"Show me the email, name, department, position of employees where position is greater than Specialist","SELECT email, name, department, position FROM users WHERE position > 'Specialist';"
8329,Show me the age of employees where salary is less than 126472,SELECT age FROM users WHERE salary < 126472;
8330,"Show me the department, name, position, email of employees where position is greater than Engineer","SELECT department, name, position, email FROM users WHERE position > 'Engineer';"
8331,"Show me the email, age, position of employees where position is not equal to Specialist","SELECT email, age, position FROM users WHERE position != 'Specialist';"
8332,"Show me the age, department of employees where email is after Roger Beck","SELECT age, department FROM users WHERE email > 'Roger Beck';"
8333,"Show me the name, position of employees where age is greater than 49","SELECT name, position FROM users WHERE age > 49;"
8334,Show me the name of employees where department is equal to HR,SELECT name FROM users WHERE department = 'HR';
8335,"Show me the position, email, hire_date, age of employees where email is after Stephen Perez DVM","SELECT position, email, hire_date, age FROM users WHERE email > 'Stephen Perez DVM';"
8336,"Show me the email, hire_date, name, salary of employees where age is less than 26","SELECT email, hire_date, name, salary FROM users WHERE age < 26;"
8337,Show me the age of employees where hire_date is before 2020-09-30,SELECT age FROM users WHERE hire_date < '2020-09-30';
8338,"Show me the position, age of employees where email is after Christopher Gray","SELECT position, age FROM users WHERE email > 'Christopher Gray';"
8339,"Show me the position, age of employees where salary is after 56220","SELECT position, age FROM users WHERE salary > 56220;"
8340,"Show me the salary, age, hire_date of employees where hire_date is equal to 2022-03-17","SELECT salary, age, hire_date FROM users WHERE hire_date = '2022-03-17';"
8341,Show me the age of employees where position is after Coordinator,SELECT age FROM users WHERE position > 'Coordinator';
8342,"Show me the position, salary, hire_date, age of employees where age is after 35","SELECT position, salary, hire_date, age FROM users WHERE age > 35;"
8343,Show me the department of employees where name is greater than David Howell,SELECT department FROM users WHERE name > 'David Howell';
8344,"Show me the name, position, department of employees where name is equal to David Phelps DVM","SELECT name, position, department FROM users WHERE name = 'David Phelps DVM';"
8345,"Show me the salary, name of employees where email is equal to Ryan Ramirez","SELECT salary, name FROM users WHERE email = 'Ryan Ramirez';"
8346,Show me the email of employees where age is before 56,SELECT email FROM users WHERE age < 56;
8347,"Show me the email, name of employees where department is after HR","SELECT email, name FROM users WHERE department > 'HR';"
8348,Show me the salary of employees where position is equal to Director,SELECT salary FROM users WHERE position = 'Director';
8349,"Show me the position, hire_date, department of employees where department is equal to Engineering","SELECT position, hire_date, department FROM users WHERE department = 'Engineering';"
8350,"Show me the salary, age, hire_date, email of employees where department is after HR","SELECT salary, age, hire_date, email FROM users WHERE department > 'HR';"
8351,Show me the department of employees where position is not equal to Specialist,SELECT department FROM users WHERE position != 'Specialist';
8352,"Show me the email, name, hire_date, salary of employees where department is after Sales","SELECT email, name, hire_date, salary FROM users WHERE department > 'Sales';"
8353,"Show me the department, age of employees where position is before Manager","SELECT department, age FROM users WHERE position < 'Manager';"
8354,"Show me the age, email, name of employees where age is equal to 58","SELECT age, email, name FROM users WHERE age = 58;"
8355,"Show me the position, hire_date of employees where name is after Elizabeth Ramsey","SELECT position, hire_date FROM users WHERE name > 'Elizabeth Ramsey';"
8356,"Show me the position, hire_date of employees where age is not equal to 65","SELECT position, hire_date FROM users WHERE age != 65;"
8357,"Show me the department, age, salary of employees where hire_date is equal to 2023-01-08","SELECT department, age, salary FROM users WHERE hire_date = '2023-01-08';"
8358,"Show me the salary, department, hire_date of employees where hire_date is before 2021-02-27","SELECT salary, department, hire_date FROM users WHERE hire_date < '2021-02-27';"
8359,Show me the name of employees where name is equal to Scott Pacheco,SELECT name FROM users WHERE name = 'Scott Pacheco';
8360,"Show me the name, salary of employees where position is not equal to Coordinator","SELECT name, salary FROM users WHERE position != 'Coordinator';"
8361,"Show me the email, hire_date, age of employees where department is greater than HR","SELECT email, hire_date, age FROM users WHERE department > 'HR';"
8362,"Show me the age, name, salary of employees where email is equal to Robert Chambers","SELECT age, name, salary FROM users WHERE email = 'Robert Chambers';"
8363,"Show me the salary, email of employees where department is after IT Support","SELECT salary, email FROM users WHERE department > 'IT Support';"
8364,"Show me the department, email of employees where position is before Manager","SELECT department, email FROM users WHERE position < 'Manager';"
8365,Show me the position of employees where name is less than Jennifer Castro,SELECT position FROM users WHERE name < 'Jennifer Castro';
8366,"Show me the hire_date, name of employees where position is equal to Engineer","SELECT hire_date, name FROM users WHERE position = 'Engineer';"
8367,"Show me the hire_date, salary, email of employees where department is not equal to Finance","SELECT hire_date, salary, email FROM users WHERE department != 'Finance';"
8368,"Show me the email, salary of employees where hire_date is not equal to 2022-06-27","SELECT email, salary FROM users WHERE hire_date != '2022-06-27';"
8369,Show me the name of employees where salary is greater than 66734,SELECT name FROM users WHERE salary > 66734;
8370,Show me the department of employees where department is greater than HR,SELECT department FROM users WHERE department > 'HR';
8371,"Show me the salary, hire_date, email of employees where salary is less than 77603","SELECT salary, hire_date, email FROM users WHERE salary < 77603;"
8372,"Show me the hire_date, salary of employees where age is after 52","SELECT hire_date, salary FROM users WHERE age > 52;"
8373,Show me the age of employees where email is less than Natasha Adams,SELECT age FROM users WHERE email < 'Natasha Adams';
8374,"Show me the department, position of employees where age is after 54","SELECT department, position FROM users WHERE age > 54;"
8375,"Show me the hire_date, department, email of employees where salary is equal to 139788","SELECT hire_date, department, email FROM users WHERE salary = 139788;"
8376,"Show me the position, email, hire_date, department of employees where email is greater than Richard Sampson","SELECT position, email, hire_date, department FROM users WHERE email > 'Richard Sampson';"
8377,Show me the hire_date of employees where position is not equal to Coordinator,SELECT hire_date FROM users WHERE position != 'Coordinator';
8378,"Show me the email, salary, hire_date, position of employees where name is after Katie Vasquez","SELECT email, salary, hire_date, position FROM users WHERE name > 'Katie Vasquez';"
8379,"Show me the name, age, position, department of employees where position is less than Manager","SELECT name, age, position, department FROM users WHERE position < 'Manager';"
8380,Show me the email of employees where department is after Marketing,SELECT email FROM users WHERE department > 'Marketing';
8381,Show me the position of employees where position is before Manager,SELECT position FROM users WHERE position < 'Manager';
8382,"Show me the department, name, email, hire_date of employees where hire_date is less than 2019-07-12","SELECT department, name, email, hire_date FROM users WHERE hire_date < '2019-07-12';"
8383,"Show me the hire_date, age, email of employees where age is greater than 39","SELECT hire_date, age, email FROM users WHERE age > 39;"
8384,"Show me the name, age, salary of employees where salary is greater than 99312","SELECT name, age, salary FROM users WHERE salary > 99312;"
8385,Show me the department of employees where position is before Director,SELECT department FROM users WHERE position < 'Director';
8386,"Show me the age, hire_date of employees where department is greater than Marketing","SELECT age, hire_date FROM users WHERE department > 'Marketing';"
8387,Show me the salary of employees where position is greater than Specialist,SELECT salary FROM users WHERE position > 'Specialist';
8388,"Show me the age, salary of employees where department is before Sales","SELECT age, salary FROM users WHERE department < 'Sales';"
8389,"Show me the department, name, email, age of employees where salary is less than 71086","SELECT department, name, email, age FROM users WHERE salary < 71086;"
8390,Show me the position of employees where hire_date is before 2021-06-03,SELECT position FROM users WHERE hire_date < '2021-06-03';
8391,"Show me the age, email, name of employees where name is before Logan Simmons","SELECT age, email, name FROM users WHERE name < 'Logan Simmons';"
8392,"Show me the hire_date, department of employees where position is not equal to Manager","SELECT hire_date, department FROM users WHERE position != 'Manager';"
8393,"Show me the department, hire_date of employees where email is after Nicole Walker","SELECT department, hire_date FROM users WHERE email > 'Nicole Walker';"
8394,Show me the email of employees where department is greater than Sales,SELECT email FROM users WHERE department > 'Sales';
8395,"Show me the name, age, department of employees where email is after Chelsea Phillips","SELECT name, age, department FROM users WHERE email > 'Chelsea Phillips';"
8396,"Show me the age, email, hire_date of employees where department is equal to IT Support","SELECT age, email, hire_date FROM users WHERE department = 'IT Support';"
8397,Show me the name of employees where salary is not equal to 148279,SELECT name FROM users WHERE salary != 148279;
8398,Show me the hire_date of employees where department is equal to Marketing,SELECT hire_date FROM users WHERE department = 'Marketing';
8399,"Show me the email, age, department, position of employees where name is greater than Douglas Knapp","SELECT email, age, department, position FROM users WHERE name > 'Douglas Knapp';"
8400,"Show me the name, hire_date, position of employees where department is before Marketing","SELECT name, hire_date, position FROM users WHERE department < 'Marketing';"
8401,"Show me the hire_date, email, age of employees where position is not equal to Coordinator","SELECT hire_date, email, age FROM users WHERE position != 'Coordinator';"
8402,"Show me the position, age, hire_date, department of employees where position is greater than Director","SELECT position, age, hire_date, department FROM users WHERE position > 'Director';"
8403,"Show me the position, name, department of employees where name is after Paul Allen","SELECT position, name, department FROM users WHERE name > 'Paul Allen';"
8404,Show me the salary of employees where department is greater than Engineering,SELECT salary FROM users WHERE department > 'Engineering';
8405,"Show me the department, name of employees where department is before HR","SELECT department, name FROM users WHERE department < 'HR';"
8406,"Show me the name, age, position of employees where position is not equal to Manager","SELECT name, age, position FROM users WHERE position != 'Manager';"
8407,"Show me the email, name of employees where name is not equal to Teresa Gonzalez DDS","SELECT email, name FROM users WHERE name != 'Teresa Gonzalez DDS';"
8408,Show me the email of employees where position is greater than Coordinator,SELECT email FROM users WHERE position > 'Coordinator';
8409,"Show me the salary, position, hire_date of employees where salary is equal to 90695","SELECT salary, position, hire_date FROM users WHERE salary = 90695;"
8410,"Show me the hire_date, department, name of employees where email is less than Amanda Perez","SELECT hire_date, department, name FROM users WHERE email < 'Amanda Perez';"
8411,Show me the age of employees where salary is not equal to 52319,SELECT age FROM users WHERE salary != 52319;
8412,Show me the hire_date of employees where department is less than Finance,SELECT hire_date FROM users WHERE department < 'Finance';
8413,"Show me the position, name, salary of employees where name is greater than Rachel Kelly","SELECT position, name, salary FROM users WHERE name > 'Rachel Kelly';"
8414,"Show me the salary, department, name of employees where email is greater than Gwendolyn Brown","SELECT salary, department, name FROM users WHERE email > 'Gwendolyn Brown';"
8415,Show me the position of employees where email is not equal to Miranda Walton,SELECT position FROM users WHERE email != 'Miranda Walton';
8416,"Show me the email, department, age, salary of employees where name is greater than Brandi Medina","SELECT email, department, age, salary FROM users WHERE name > 'Brandi Medina';"
8417,"Show me the position, department, name of employees where email is after Susan Bentley","SELECT position, department, name FROM users WHERE email > 'Susan Bentley';"
8418,"Show me the department, hire_date, email of employees where email is greater than Collin Castillo","SELECT department, hire_date, email FROM users WHERE email > 'Collin Castillo';"
8419,"Show me the position, email, salary of employees where department is after Marketing","SELECT position, email, salary FROM users WHERE department > 'Marketing';"
8420,"Show me the department, position of employees where age is not equal to 51","SELECT department, position FROM users WHERE age != 51;"
8421,"Show me the hire_date, salary of employees where name is equal to Shawn Webster","SELECT hire_date, salary FROM users WHERE name = 'Shawn Webster';"
8422,"Show me the department, hire_date, position of employees where name is equal to Gilbert Villarreal","SELECT department, hire_date, position FROM users WHERE name = 'Gilbert Villarreal';"
8423,"Show me the email, name, department, hire_date of employees where name is after Haley Vang","SELECT email, name, department, hire_date FROM users WHERE name > 'Haley Vang';"
8424,Show me the hire_date of employees where hire_date is before 2018-11-03,SELECT hire_date FROM users WHERE hire_date < '2018-11-03';
8425,"Show me the email, age, position, name of employees where department is equal to HR","SELECT email, age, position, name FROM users WHERE department = 'HR';"
8426,"Show me the hire_date, name, age of employees where age is before 31","SELECT hire_date, name, age FROM users WHERE age < 31;"
8427,"Show me the department, position, email, salary of employees where position is less than Specialist","SELECT department, position, email, salary FROM users WHERE position < 'Specialist';"
8428,"Show me the position, department, salary of employees where salary is before 96995","SELECT position, department, salary FROM users WHERE salary < 96995;"
8429,Show me the department of employees where salary is after 139042,SELECT department FROM users WHERE salary > 139042;
8430,Show me the salary of employees where age is before 32,SELECT salary FROM users WHERE age < 32;
8431,"Show me the email, name, position, department of employees where age is greater than 45","SELECT email, name, position, department FROM users WHERE age > 45;"
8432,"Show me the email, hire_date, salary of employees where hire_date is greater than 2020-09-29","SELECT email, hire_date, salary FROM users WHERE hire_date > '2020-09-29';"
8433,"Show me the position, name, salary, age of employees where position is equal to Specialist","SELECT position, name, salary, age FROM users WHERE position = 'Specialist';"
8434,"Show me the department, name of employees where department is equal to Marketing","SELECT department, name FROM users WHERE department = 'Marketing';"
8435,"Show me the hire_date, position of employees where salary is after 120531","SELECT hire_date, position FROM users WHERE salary > 120531;"
8436,"Show me the age, email, position, salary of employees where age is not equal to 50","SELECT age, email, position, salary FROM users WHERE age != 50;"
8437,"Show me the age, name, email of employees where name is greater than Robert Stark","SELECT age, name, email FROM users WHERE name > 'Robert Stark';"
8438,"Show me the hire_date, department, age of employees where email is less than Jonathan Matthews","SELECT hire_date, department, age FROM users WHERE email < 'Jonathan Matthews';"
8439,Show me the hire_date of employees where email is greater than Peggy Brewer,SELECT hire_date FROM users WHERE email > 'Peggy Brewer';
8440,"Show me the position, email, age, department of employees where name is equal to Joseph Smith","SELECT position, email, age, department FROM users WHERE name = 'Joseph Smith';"
8441,"Show me the age, department, email of employees where hire_date is greater than 2022-04-16","SELECT age, department, email FROM users WHERE hire_date > '2022-04-16';"
8442,Show me the email of employees where hire_date is greater than 2015-07-13,SELECT email FROM users WHERE hire_date > '2015-07-13';
8443,"Show me the position, name, department of employees where email is before David Mercado","SELECT position, name, department FROM users WHERE email < 'David Mercado';"
8444,"Show me the hire_date, department, name of employees where department is less than Sales","SELECT hire_date, department, name FROM users WHERE department < 'Sales';"
8445,"Show me the name, hire_date of employees where name is less than Christian Spencer","SELECT name, hire_date FROM users WHERE name < 'Christian Spencer';"
8446,"Show me the hire_date, email of employees where salary is greater than 100862","SELECT hire_date, email FROM users WHERE salary > 100862;"
8447,"Show me the email, position of employees where age is greater than 28","SELECT email, position FROM users WHERE age > 28;"
8448,"Show me the department, hire_date, email, salary of employees where age is less than 23","SELECT department, hire_date, email, salary FROM users WHERE age < 23;"
8449,Show me the department of employees where position is not equal to Coordinator,SELECT department FROM users WHERE position != 'Coordinator';
8450,"Show me the position, department of employees where hire_date is greater than 2024-07-13","SELECT position, department FROM users WHERE hire_date > '2024-07-13';"
8451,Show me the name of employees where position is less than Manager,SELECT name FROM users WHERE position < 'Manager';
8452,"Show me the email, salary, position of employees where name is not equal to Samantha Dyer","SELECT email, salary, position FROM users WHERE name != 'Samantha Dyer';"
8453,"Show me the email, age, position of employees where email is less than Vanessa Moore","SELECT email, age, position FROM users WHERE email < 'Vanessa Moore';"
8454,Show me the name of employees where department is before HR,SELECT name FROM users WHERE department < 'HR';
8455,"Show me the age, department, email of employees where name is greater than Felicia Davila","SELECT age, department, email FROM users WHERE name > 'Felicia Davila';"
8456,Show me the name of employees where department is not equal to Finance,SELECT name FROM users WHERE department != 'Finance';
8457,"Show me the hire_date, salary of employees where age is not equal to 43","SELECT hire_date, salary FROM users WHERE age != 43;"
8458,Show me the age of employees where email is after Jaime Harris,SELECT age FROM users WHERE email > 'Jaime Harris';
8459,"Show me the salary, age of employees where position is equal to Specialist","SELECT salary, age FROM users WHERE position = 'Specialist';"
8460,"Show me the salary, position of employees where name is after Lori Armstrong","SELECT salary, position FROM users WHERE name > 'Lori Armstrong';"
8461,"Show me the salary, name of employees where hire_date is equal to 2016-03-27","SELECT salary, name FROM users WHERE hire_date = '2016-03-27';"
